countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
AGO,Angola,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,1.508,
AGO,Angola,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,9.092,
AGO,Angola,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,12.168,
AGO,Angola,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,7.95,
AGO,Angola,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,11.535,
AGO,Angola,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,10.239,
AGO,Angola,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,12.91,
AGO,Angola,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.875,
AGO,Angola,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.889,
AGO,Angola,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.554,
AGO,Angola,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.533,
AGO,Angola,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,6230.54,
AGO,Angola,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,4638.568,
AGO,Angola,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,7608.419,
AGO,Angola,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,7228.519,
AGO,Angola,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,6909.369,
AGO,Angola,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,5918.033,
AGO,Angola,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.516,
AGO,Angola,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.597,
AGO,Angola,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.481,
AGO,Angola,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.561,
AGO,Angola,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.55,
AGO,Angola,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.631,
AGO,Angola,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.346,
AGO,Angola,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,34.171,
AGO,Angola,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,46.404,
AGO,Angola,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,58.066,
AGO,Angola,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,39.498,
AGO,Angola,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,29.735,
AGO,Angola,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,56.726,
AGO,Angola,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,62.448,
AGO,Angola,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,59.039,
AGO,Angola,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,64.922,
AGO,Angola,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,54.415,
AGO,Angola,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,59.977,
AGO,Angola,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,75.66,
AGO,Angola,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,73.03,
AGO,Angola,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,79.03,
AGO,Angola,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,77.2,
AGO,Angola,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,42.044,
AGO,Angola,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,6.426,
AGO,Angola,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,3.092,
AGO,Angola,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,367.265,
AGO,Angola,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,227.687,
AGO,Angola,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,3.829,
AGO,Angola,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,5.735,
AGO,Angola,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,2.886,
AGO,Angola,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,4.391,
AGO,Angola,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,4.882,
AGO,Angola,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,7.113,
AGO,Angola,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.501,
AGO,Angola,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.588,
AGO,Angola,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,38.636,
AGO,Angola,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,30,
AGO,Angola,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,61.364,
AGO,Angola,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,70,
AGO,Angola,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,15.713,
AGO,Angola,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,21.035,
AGO,Angola,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,25.882,
AGO,Angola,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,38.144,
ALB,Albania,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,19.65,
ALB,Albania,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,15.013,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,1.642,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,1.68,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,13.314,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,13.255,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,4.83,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,4.625,
ALB,Albania,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,14.172,
ALB,Albania,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,15.178,
ALB,Albania,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,14.266,
ALB,Albania,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,15.436,
ALB,Albania,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,14.095,
ALB,Albania,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,14.909,
ALB,Albania,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.956,
ALB,Albania,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.972,
ALB,Albania,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.192,
ALB,Albania,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.131,
ALB,Albania,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,8129.253,
ALB,Albania,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,11282.147,
ALB,Albania,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,13148.555,
ALB,Albania,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,15676.464,
ALB,Albania,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,10643.043,
ALB,Albania,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,13481.972,
ALB,Albania,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.766,
ALB,Albania,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.8,
ALB,Albania,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.748,
ALB,Albania,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.788,
ALB,Albania,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.782,
ALB,Albania,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.811,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.663,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.692,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,11.9,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,12.333,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,19.834,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,21.177,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,8.208,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,6.256,
ALB,Albania,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,77.936,
ALB,Albania,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,79.282,
ALB,Albania,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,80.688,
ALB,Albania,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,81.666,
ALB,Albania,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,75.493,
ALB,Albania,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,77.168,
ALB,Albania,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,46.86,
ALB,Albania,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,52.87,
ALB,Albania,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,63.97,
ALB,Albania,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,67.93,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,13.446,
ALB,Albania,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,13.5,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,10.706,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,9.927,
ALB,Albania,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,8.517,
ALB,Albania,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,5.305,
ALB,Albania,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,9.627,
ALB,Albania,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,10.073,
ALB,Albania,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,9.188,
ALB,Albania,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,9.764,
ALB,Albania,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,10.093,
ALB,Albania,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,10.391,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.729,
ALB,Albania,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.763,
ALB,Albania,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,16.429,
ALB,Albania,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,29.508,
ALB,Albania,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,83.571,
ALB,Albania,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,70.492,
ALB,Albania,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,81.022,
ALB,Albania,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,81.893,
ALB,Albania,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,87.286,
ALB,Albania,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,86.351,
AND,Andorra,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,10.558,
AND,Andorra,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,5.985,
AND,Andorra,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,7.224,
AND,Andorra,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,6.335,
AND,Andorra,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,9.854,
AND,Andorra,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,12.312,
AND,Andorra,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,11.926,
AND,Andorra,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,13.048,
AND,Andorra,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,11.875,
AND,Andorra,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,11.641,
AND,Andorra,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,11.973,
AND,Andorra,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,57162.419,
AND,Andorra,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,55035.018,
AND,Andorra,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.863,
AND,Andorra,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.865,
AND,Andorra,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.779,
AND,Andorra,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,10.006,
AND,Andorra,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,14.402,
AND,Andorra,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,5.217,
AND,Andorra,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,5.153,
AND,Andorra,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,82.816,
AND,Andorra,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,83.004,
AND,Andorra,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,85.444,
AND,Andorra,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,85.434,
AND,Andorra,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,80.493,
AND,Andorra,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,80.778,
AND,Andorra,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,9.942,
AND,Andorra,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,10.529,
AND,Andorra,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,11.085,
AND,Andorra,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,10.479,
AND,Andorra,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,11.007,
AND,Andorra,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,10.579,
AND,Andorra,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,11.163,
AND,Andorra,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,35.714,
AND,Andorra,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,46.429,
AND,Andorra,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,64.286,
AND,Andorra,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,53.571,
AND,Andorra,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,68.554,
AND,Andorra,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,76.601,
AND,Andorra,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,69.706,
AND,Andorra,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,78.881,
ARE,United Arab Emirates,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,13.72,
ARE,United Arab Emirates,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,3.825,
ARE,United Arab Emirates,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,21.793,
ARE,United Arab Emirates,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,23.835,
ARE,United Arab Emirates,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,8.376,
ARE,United Arab Emirates,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,24.758,
ARE,United Arab Emirates,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,25.295,
ARE,United Arab Emirates,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,12.1,
